試合ID,フレーム番号,ホームアウェイF,システムターゲットID,背番号,座標X,座標Y,時速
0001,3955,0,0,0,-9.2492,32.3544,0.507
0001,3955,1,10001,1,-30.0281,1.4262,0.187
0001,3955,2,20001,1,29.8057,5.6887,0.0
0001,3955,1,10002,2,-15.55,1.886,0.163
0001,3955,2,20002,2,15.3103,7.2237,0.261
0001,3955,1,10003,3,-14.2637,20.2526,0.195
0001,3955,2,20003,3,10.5524,23.2503,0.14
0001,3955,1,10004,4,-14.6583,-11.4463,0.334
0001,3955,2,20004,4,11.7781,-8.7557,0.27
0001,3955,1,10005,5,-14.524,28.5879,0.307
0001,3955,2,20005,5,4.6181,18.7312,0.243
0001,3955,1,10006,6,-12.885,11.6676,0.299
0001,3955,2,20006,6,2.8103,5.7267,0.258
0001,3955,1,10007,7,-5.2358,1.8111,0.258
0001,3955,2,20007,7,-1.565,30.6883,0.25
0001,3955,1,10008,8,-8.7633,22.4223,0.346
0001,3955,2,20008,8,-2.3594,-0.6826,0.31
0001,3955,1,10009,9,0.2061,-10.3154,0.118
0001,3955,2,20009,9,-9.8769,32.225,0.009
0001,3955,1,10010,10,3.12,23.1333,0.218
0001,3955,2,20010,10,-11.6643,11.7355,0.044
0001,3955,1,10011,11,-2.9265,11.2881,0.332
0001,3955,2,20011,11,-12.8821,22.4426,0.329
0001,3959,0,0,0,-2.447,30.8721,1.468
0001,3959,1,10001,1,-30.7686,2.2622,0.14
0001,3959,2,20001,1,29.8058,5.6888,0.0
0001,3959,1,10002,2,-16.7201,1.7521,0.046
0001,3959,2,20002,2,14.3635,7.6824,0.137
0001,3959,1,10003,3,-15.3492,21.6555,0.207
0001,3959,2,20003,3,10.8777,24.4248,0.216
0001,3959,1,10004,4,-16.2874,-10.6866,0.288
0001,3959,2,20004,4,11.4092,-7.647,0.018
0001,3959,1,10005,5,-16.38,29.7087,0.041
0001,3959,2,20005,5,5.3009,19.4526,0.158
0001,3959,1,10006,6,-13.9211,12.5582,0.014
0001,3959,2,20006,6,0.8034,7.0151,0.123
0001,3959,1,10007,7,-7.6107,2.5942,0.21
0001,3959,2,20007,7,-1.9392,30.7663,0.004
0001,3959,1,10008,8,-9.8168,23.3277,0.024
0001,3959,2,20008,8,-3.1743,-0.0468,0.18
0001,3959,1,10009,9,-0.961,-9.1255,0.195
0001,3959,2,20009,9,-10.9236,32.6109,0.263
0001,3959,1,10010,10,1.56,23.8026,0.252
0001,3959,2,20010,10,-12.7555,12.7522,0.358
0001,3959,1,10011,11,-4.1668,12.0744,0.039
0001,3959,2,20011,11,-15.9225,22.6597,0.213
0001,3966,0,0,0,-8.1725,31.5146,0.602
0001,3966,1,10001,1,-31.6387,4.4423,0.224
0001,3966,2,20001,1,29.8058,5.6888,0.0
0001,3966,1,10002,2,-17.9827,3.6528,0.244
0001,3966,2,20002,2,14.5064,7.4896,0.0
0001,3966,1,10003,3,-18.0923,22.6574,0.174
0001,3966,2,20003,3,11.9086,26.3252,0.1
0001,3966,1,10004,4,-18.8875,-9.631,0.175
0001,3966,2,20004,4,11.8849,-7.0229,0.001
0001,3966,1,10005,5,-19.2592,30.5664,0.274
0001,3966,2,20005,5,2.2798,22.6828,0.25
0001,3966,1,10006,6,-13.9007,13.2129,0.208
0001,3966,2,20006,6,-0.3329,8.3082,0.245
0001,3966,1,10007,7,-9.3406,3.1986,0.173
0001,3966,2,20007,7,-3.9895,32.0009,0.141
0001,3966,1,10008,8,-11.7463,26.4951,0.326
0001,3966,2,20008,8,-5.2802,1.7289,0.044
0001,3966,1,10009,9,-2.2591,-7.3119,0.191
0001,3966,2,20009,9,-8.8261,31.897,0.186
0001,3966,1,10010,10,-0.8336,25.2723,0.116
0001,3966,2,20010,10,-13.0091,15.2527,0.058
0001,3966,1,10011,11,-5.8325,13.4297,0.242
0001,3966,2,20011,11,-15.0989,22.795,0.051
0001,3969,0,0,0,-5.4926,31.1718,0.8
0001,3969,1,10001,1,-32.85,5.2974,0.095
0001,3969,2,20001,1,29.8058,5.6888,0.0
0001,3969,1,10002,2,-18.575,4.0158,0.055
0001,3969,2,20002,2,13.9116,7.3536,0.026
0001,3969,1,10003,3,-18.6745,23.0296,0.119
0001,3969,2,20003,3,12.2589,25.9333,0.017
0001,3969,1,10004,4,-19.8685,-9.2206,0.09
0001,3969,2,20004,4,11.8856,-7.0222,0.0
0001,3969,1,10005,5,-20.4583,30.8913,0.039
0001,3969,2,20005,5,1.5154,23.3501,0.032
0001,3969,1,10006,6,-15.692,13.8881,0.103
0001,3969,2,20006,6,-1.2273,9.3548,0.09
0001,3969,1,10007,7,-10.5792,3.808,0.182
0001,3969,2,20007,7,-4.9325,31.3866,0.197
0001,3969,1,10008,8,-12.4258,27.6021,0.055
0001,3969,2,20008,8,-5.3234,1.7771,0.003
0001,3969,1,10009,9,-3.0126,-6.1767,0.188
0001,3969,2,20009,9,-9.0819,32.0761,0.251
0001,3969,1,10010,10,-1.6953,26.4851,0.266
0001,3969,2,20010,10,-14.5932,15.3808,0.23
0001,3969,1,10011,11,-7.0893,14.0635,0.12
0001,3969,2,20011,11,-16.3423,24.6433,0.423
0001,3974,0,0,0,-7.4696,30.1784,0.381
0001,3974,1,10001,1,-34.472,5.9364,0.028
0001,3974,2,20001,1,29.8058,5.6888,0.0
0001,3974,1,10002,2,-18.6642,4.0617,0.001
0001,3974,2,20002,2,13.8702,7.3393,0.0
0001,3974,1,10003,3,-18.701,23.2408,0.003
0001,3974,2,20003,3,11.8795,26.633,0.052
0001,3974,1,10004,4,-20.0068,-9.1659,0.001
0001,3974,2,20004,4,11.8856,-7.0221,0.0
0001,3974,1,10005,5,-20.178,30.9714,0.003
0001,3974,2,20005,5,1.0433,23.9309,0.023
0001,3974,1,10006,6,-16.8057,14.3624,0.0
0001,3974,2,20006,6,-1.5629,10.4851,0.155
0001,3974,1,10007,7,-11.2385,3.9134,0.049
0001,3974,2,20007,7,-6.5665,30.3899,0.1
0001,3974,1,10008,8,-12.7637,26.2603,0.084
0001,3974,2,20008,8,-4.7999,2.3205,0.033
0001,3974,1,10009,9,-4.2828,-4.3556,0.208
0001,3974,2,20009,9,-13.1812,32.6896,0.204
0001,3974,1,10010,10,-1.8712,27.8454,0.008
0001,3974,2,20010,10,-16.3108,14.0232,0.022
0001,3974,1,10011,11,-8.1202,15.0032,0.074
0001,3974,2,20011,11,-17.4214,25.4937,0.212
0001,3980,0,0,0,-9.9944,31.6202,0.391
0001,3980,1,10001,1,-35.9615,5.9345,0.209
0001,3980,2,20001,1,29.8058,5.6888,0.0
0001,3980,1,10002,2,-20.3055,4.3887,0.158
0001,3980,2,20002,2,13.8697,7.3391,0.0
0001,3980,1,10003,3,-20.8926,23.3945,0.438
0001,3980,2,20003,3,12.5169,27.8192,0.018
0001,3980,1,10004,4,-20.4016,-9.0478,0.013
0001,3980,2,20004,4,10.7109,-5.0893,0.017
0001,3980,1,10005,5,-20.7379,30.4386,0.009
0001,3980,2,20005,5,1.0167,23.9606,0.0
0001,3980,1,10006,6,-21.6453,14.4039,0.31
0001,3980,2,20006,6,-2.1481,11.9521,0.202
0001,3980,1,10007,7,-13.2553,4.4042,0.184
0001,3980,2,20007,7,-9.4273,31.7201,0.316
0001,3980,1,10008,8,-14.115,24.7482,0.183
0001,3980,2,20008,8,-5.4201,2.6254,0.028
0001,3980,1,10009,9,-5.692,-3.2666,0.181
0001,3980,2,20009,9,-15.1192,32.2213,0.018
0001,3980,1,10010,10,-4.7957,28.4328,0.247
0001,3980,2,20010,10,-19.0222,12.7177,0.372
0001,3980,1,10011,11,-9.7854,15.4059,0.131
0001,3980,2,20011,11,-18.3287,23.7195,0.23
0001,3985,0,0,0,-12.3466,30.5244,0.446
0001,3985,1,10001,1,-37.6936,5.6004,0.096
0001,3985,2,20001,1,29.8058,5.6888,0.0
0001,3985,1,10002,2,-22.3626,4.2913,0.145
0001,3985,2,20002,2,13.8697,7.3391,0.0
0001,3985,1,10003,3,-23.371,23.336,0.142
0001,3985,2,20003,3,12.3541,28.7532,0.143
0001,3985,1,10004,4,-22.1833,-8.584,0.165
0001,3985,2,20004,4,10.6964,-5.066,0.0
0001,3985,1,10005,5,-22.5961,30.3001,0.247
0001,3985,2,20005,5,1.0166,23.9607,0.0
0001,3985,1,10006,6,-22.7168,14.3512,0.083
0001,3985,2,20006,6,-3.0532,13.6085,0.043
0001,3985,1,10007,7,-15.5017,4.6908,0.184
0001,3985,2,20007,7,-11.7576,30.9066,0.301
0001,3985,1,10008,8,-16.5859,24.2906,0.043
0001,3985,2,20008,8,-8.5224,3.1648,0.275
0001,3985,1,10009,9,-7.2332,-2.4079,0.156
0001,3985,2,20009,9,-18.9436,32.5025,0.357
0001,3985,1,10010,10,-9.2302,29.1781,0.34
0001,3985,2,20010,10,-22.5896,11.7367,0.379
0001,3985,1,10011,11,-11.5246,15.8509,0.228
0001,3985,2,20011,11,-20.0922,23.8359,0.372
0001,3988,0,0,0,-13.5612,30.7718,0.366
0001,3988,1,10001,1,-38.8587,5.4827,0.198
0001,3988,2,20001,1,29.8058,5.6888,0.0
0001,3988,1,10002,2,-23.7163,4.4071,0.177
0001,3988,2,20002,2,13.8697,7.3391,0.0
0001,3988,1,10003,3,-23.954,23.1623,0.072
0001,3988,2,20003,3,11.2432,28.6474,0.204
0001,3988,1,10004,4,-23.0055,-8.3,0.116
0001,3988,2,20004,4,10.3658,-6.123,0.25
0001,3988,1,10005,5,-24.3088,29.9608,0.089
0001,3988,2,20005,5,1.0166,23.9607,0.0
0001,3988,1,10006,6,-23.4331,14.4824,0.102
0001,3988,2,20006,6,-3.6278,14.4701,0.232
0001,3988,1,10007,7,-16.8633,4.9761,0.189
0001,3988,2,20007,7,-12.7863,30.6827,0.234
0001,3988,1,10008,8,-16.4633,24.1434,0.092
0001,3988,2,20008,8,-8.5347,3.3988,0.157
0001,3988,1,10009,9,-8.4842,-2.1045,0.187
0001,3988,2,20009,9,-20.5249,31.9295,0.137
0001,3988,1,10010,10,-11.6576,29.964,0.346
0001,3988,2,20010,10,-23.177,11.703,0.029
0001,3988,1,10011,11,-13.3846,15.8887,0.304
0001,3988,2,20011,11,-21.9676,21.8529,0.442
0001,3992,0,0,0,-20.6165,31.8798,1.485
0001,3992,1,10001,1,-40.846,5.2423,0.261
0001,3992,2,20001,1,29.8058,5.6888,0.0
0001,3992,1,10002,2,-26.1059,4.8216,0.29
0001,3992,2,20002,2,13.1652,7.555,0.168
0001,3992,1,10003,3,-24.5408,23.2985,0.241
0001,3992,2,20003,3,9.286,28.894,0.08
0001,3992,1,10004,4,-24.2297,-7.7979,0.228
0001,3992,2,20004,4,10.2403,-6.5052,0.006
0001,3992,1,10005,5,-25.7508,30.0281,0.276
0001,3992,2,20005,5,1.0166,23.9607,0.0
0001,3992,1,10006,6,-24.1487,14.6016,0.208
0001,3992,2,20006,6,-4.0795,15.2058,0.013
0001,3992,1,10007,7,-19.0453,5.485,0.269
0001,3992,2,20007,7,-13.1445,30.708,0.0
0001,3992,1,10008,8,-17.3602,24.3839,0.256
0001,3992,2,20008,8,-8.3805,3.7428,0.194
0001,3992,1,10009,9,-10.1386,-1.8403,0.194
0001,3992,2,20009,9,-21.0533,31.7254,0.082
0001,3992,1,10010,10,-12.7274,30.2575,0.002
0001,3992,2,20010,10,-24.5024,11.8338,0.341
0001,3992,1,10011,11,-14.5249,15.8881,0.03
0001,3992,2,20011,11,-24.0412,20.7984,0.23
0001,3997,0,0,0,-20.1561,32.9729,0.6
0001,3997,1,10001,1,-44.0128,4.8558,0.254
0001,3997,2,20001,1,29.8058,5.6888,0.0
0001,3997,1,10002,2,-28.0381,5.2387,0.019
0001,3997,2,20002,2,10.6771,5.3595,0.295
0001,3997,1,10003,3,-27.3743,24.2825,0.09
0001,3997,2,20003,3,8.741,28.901,0.15
0001,3997,1,10004,4,-27.0527,-5.9863,0.089
0001,3997,2,20004,4,9.4359,-5.6432,0.188
0001,3997,1,10005,5,-27.7676,30.337,0.012
0001,3997,2,20005,5,0.0408,23.8065,0.215
0001,3997,1,10006,6,-26.4603,14.942,0.135
0001,3997,2,20006,6,-3.8782,15.5328,0.15
0001,3997,1,10007,7,-21.9641,6.1946,0.114
0001,3997,2,20007,7,-11.7735,31.0911,0.194
0001,3997,1,10008,8,-21.0591,25.5673,0.32
0001,3997,2,20008,8,-10.5277,3.7854,0.243
0001,3997,1,10009,9,-12.5506,-1.7633,0.23
0001,3997,2,20009,9,-19.6307,33.0017,0.078
0001,3997,1,10010,10,-14.8002,31.3775,0.267
0001,3997,2,20010,10,-24.0478,12.0569,0.252
0001,3997,1,10011,11,-16.0276,15.9915,0.278
0001,3997,2,20011,11,-25.0079,20.7584,0.254
0001,4000,0,0,0,-20.9063,31.9043,0.372
0001,4000,1,10001,1,-45.2646,4.7941,0.071
0001,4000,2,20001,1,29.8058,5.6888,0.0
0001,4000,1,10002,2,-28.3356,5.5097,0.156
0001,4000,2,20002,2,9.661,4.8767,0.051
0001,4000,1,10003,3,-27.9702,24.249,0.229
0001,4000,2,20003,3,8.3534,28.5136,0.154
0001,4000,1,10004,4,-27.1618,-5.9129,0.005
0001,4000,2,20004,4,8.7654,-5.9032,0.074
0001,4000,1,10005,5,-27.7859,30.3395,0.001
0001,4000,2,20005,5,-1.972,23.6122,0.261
0001,4000,1,10006,6,-27.7498,14.9485,0.212
0001,4000,2,20006,6,-5.4088,15.515,0.254
0001,4000,1,10007,7,-22.5617,6.5177,0.029
0001,4000,2,20007,7,-10.4721,31.4797,0.07
0001,4000,1,10008,8,-22.7611,25.8082,0.243
0001,4000,2,20008,8,-11.9176,3.7292,0.199
0001,4000,1,10009,9,-14.3712,-1.354,0.27
0001,4000,2,20009,9,-20.2364,32.4393,0.25
0001,4000,1,10010,10,-16.2871,32.858,0.305
0001,4000,2,20010,10,-23.3027,11.9698,0.181
0001,4000,1,10011,11,-17.9203,16.1581,0.317
0001,4000,2,20011,11,-27.4734,21.1451,0.431
0001,4003,0,0,0,-21.4875,31.0988,0.351
0001,4003,1,10001,1,-45.7055,4.5879,0.021
0001,4003,2,20001,1,29.8058,5.6888,0.0
0001,4003,1,10002,2,-28.5158,5.6649,0.011
0001,4003,2,20002,2,9.5882,4.8407,0.004
0001,4003,1,10003,3,-28.3809,24.1885,0.026
0001,4003,2,20003,3,8.2499,28.2969,0.008
0001,4003,1,10004,4,-27.7344,-5.7598,0.021
0001,4003,2,20004,4,8.674,-5.968,0.004
0001,4003,1,10005,5,-27.7868,30.3395,0.0
0001,4003,2,20005,5,-4.0155,23.3164,0.247
0001,4003,1,10006,6,-28.6006,14.8548,0.028
0001,4003,2,20006,6,-7.1443,16.0105,0.245
0001,4003,1,10007,7,-22.4333,6.3491,0.103
0001,4003,2,20007,7,-10.9693,30.3059,0.272
0001,4003,1,10008,8,-23.1404,25.7608,0.017
0001,4003,2,20008,8,-13.9569,3.8937,0.28
0001,4003,1,10009,9,-15.6603,-1.3252,0.235
0001,4003,2,20009,9,-20.8861,31.6988,0.104
0001,4003,1,10010,10,-17.2785,33.0249,0.256
0001,4003,2,20010,10,-22.7494,11.7626,0.028
0001,4003,1,10011,11,-19.9394,16.2873,0.309
0001,4003,2,20011,11,-28.8928,21.3278,0.386
0001,4007,0,0,0,-21.9934,31.8209,0.447
0001,4007,1,10001,1,-45.7399,4.5742,0.001
0001,4007,2,20001,1,29.8058,5.6888,0.0
0001,4007,1,10002,2,-28.5312,5.6774,0.0
0001,4007,2,20002,2,9.5829,4.8377,0.0
0001,4007,1,10003,3,-28.9997,23.6572,0.05
0001,4007,2,20003,3,8.1335,28.0279,0.101
0001,4007,1,10004,4,-28.3154,-5.4906,0.022
0001,4007,2,20004,4,8.6688,-5.9727,0.0
0001,4007,1,10005,5,-27.7868,30.3395,0.0
0001,4007,2,20005,5,-6.3491,23.0914,0.171
0001,4007,1,10006,6,-28.6439,14.848,0.0
0001,4007,2,20006,6,-9.7863,16.3082,0.252
0001,4007,1,10007,7,-22.8684,6.2717,0.063
0001,4007,2,20007,7,-11.8266,28.7436,0.059
0001,4007,1,10008,8,-23.5243,25.5129,0.178
0001,4007,2,20008,8,-16.6729,4.862,0.281
0001,4007,1,10009,9,-17.9972,-1.2944,0.251
0001,4007,2,20009,9,-21.5086,32.1638,0.113
0001,4007,1,10010,10,-20.8034,32.4,0.376
0001,4007,2,20010,10,-23.0984,12.2385,0.02
0001,4007,1,10011,11,-22.1935,16.3875,0.142
0001,4007,2,20011,11,-28.3358,21.231,0.039
0001,4008,0,0,0,-22.072,31.5669,0.25
0001,4008,1,10001,1,-45.7404,4.574,0.0
0001,4008,2,20001,1,29.8058,5.6888,0.0
0001,4008,1,10002,2,-28.5315,5.6776,0.0
0001,4008,2,20002,2,9.5828,4.8376,0.0
0001,4008,1,10003,3,-29.0411,23.6269,0.024
0001,4008,2,20003,3,7.9993,27.6683,0.137
0001,4008,1,10004,4,-28.3359,-5.4796,0.008
0001,4008,2,20004,4,8.6688,-5.9728,0.0
0001,4008,1,10005,5,-27.7868,30.3395,0.0
0001,4008,2,20005,5,-6.7842,23.0725,0.16
0001,4008,1,10006,6,-28.6443,14.8479,0.0
0001,4008,2,20006,6,-10.0319,16.3349,0.101
0001,4008,1,10007,7,-22.9311,6.2735,0.026
0001,4008,2,20007,7,-11.8565,28.6956,0.02
0001,4008,1,10008,8,-23.6686,25.3984,0.076
0001,4008,2,20008,8,-16.9466,4.9294,0.115
0001,4008,1,10009,9,-18.238,-1.2984,0.102
0001,4008,2,20009,9,-21.6355,32.4447,0.005
0001,4008,1,10010,10,-21.489,31.8629,0.031
0001,4008,2,20010,10,-23.6017,12.1544,0.215
0001,4008,1,10011,11,-22.3308,16.387,0.064
0001,4008,2,20011,11,-28.2945,21.2266,0.02
0001,4016,0,0,0,-19.8012,18.9047,0.179
0001,4016,1,10001,1,-43.0609,5.5423,0.065
0001,4016,2,20001,1,29.8058,5.6888,0.0
0001,4016,1,10002,2,-29.2999,3.397,0.226
0001,4016,2,20002,2,8.4409,4.0139,0.286
0001,4016,1,10003,3,-29.7666,22.3699,0.079
0001,4016,2,20003,3,5.9822,23.5937,0.103
0001,4016,1,10004,4,-27.1873,-7.0779,0.166
0001,4016,2,20004,4,6.5203,-10.188,0.295
0001,4016,1,10005,5,-25.9598,28.7204,0.164
0001,4016,2,20005,5,-5.3305,20.0478,0.263
0001,4016,1,10006,6,-28.5502,13.5879,0.022
0001,4016,2,20006,6,-8.9756,13.6198,0.241
0001,4016,1,10007,7,-20.786,3.9705,0.166
0001,4016,2,20007,7,-12.3396,24.9116,0.311
0001,4016,1,10008,8,-22.5155,24.2715,0.077
0001,4016,2,20008,8,-16.8228,3.664,0.284
0001,4016,1,10009,9,-16.0461,-3.3974,0.264
0001,4016,2,20009,9,-21.0549,31.3301,0.283
0001,4016,1,10010,10,-18.0979,31.2071,0.227
0001,4016,2,20010,10,-22.2549,11.2161,0.324
0001,4016,1,10011,11,-19.9999,18.4759,0.061
0001,4016,2,20011,11,-28.3777,21.2685,0.049
0001,4025,0,0,0,-15.3436,17.826,1.125
0001,4025,1,10001,1,-41.5131,5.275,0.07
0001,4025,2,20001,1,29.8058,5.6888,0.0
0001,4025,1,10002,2,-28.6989,0.2913,0.177
0001,4025,2,20002,2,4.9855,2.7272,0.332
0001,4025,1,10003,3,-28.1621,19.985,0.205
0001,4025,2,20003,3,5.1285,23.0996,0.001
0001,4025,1,10004,4,-26.0038,-8.9618,0.157
0001,4025,2,20004,4,6.081,-12.0989,0.0
0001,4025,1,10005,5,-24.3044,27.1134,0.071
0001,4025,2,20005,5,-1.0067,15.6589,0.251
0001,4025,1,10006,6,-28.0913,12.9187,0.09
0001,4025,2,20006,6,-6.7696,11.0533,0.243
0001,4025,1,10007,7,-18.7743,1.8914,0.012
0001,4025,2,20007,7,-14.3806,17.3367,0.299
0001,4025,1,10008,8,-20.7081,22.8493,0.055
0001,4025,2,20008,8,-16.2196,2.0112,0.042
0001,4025,1,10009,9,-14.0277,-6.4857,0.222
0001,4025,2,20009,9,-14.8668,29.6085,0.359
0001,4025,1,10010,10,-13.23,30.424,0.132
0001,4025,2,20010,10,-24.004,8.7404,0.17
0001,4025,1,10011,11,-15.9571,17.7254,0.04
0001,4025,2,20011,11,-24.5046,17.5832,0.358
0001,4026,0,0,0,-15.6924,17.0462,0.803
0001,4026,1,10001,1,-41.4476,5.2668,0.026
0001,4026,2,20001,1,29.8058,5.6888,0.0
0001,4026,1,10002,2,-28.6298,0.1393,0.068
0001,4026,2,20002,2,4.6913,2.9205,0.144
0001,4026,1,10003,3,-28.0251,19.8375,0.095
0001,4026,2,20003,3,5.1276,23.0992,0.0
0001,4026,1,10004,4,-25.8761,-9.075,0.063
0001,4026,2,20004,4,5.6856,-12.3376,0.179
0001,4026,1,10005,5,-24.1049,26.9404,0.094
0001,4026,2,20005,5,-0.5848,15.1662,0.239
0001,4026,1,10006,6,-27.9297,12.6635,0.108
0001,4026,2,20006,6,-6.0887,10.9942,0.281
0001,4026,1,10007,7,-18.5429,1.7334,0.114
0001,4026,2,20007,7,-14.4328,17.0467,0.105
0001,4026,1,10008,8,-20.6699,22.8106,0.022
0001,4026,2,20008,8,-16.2122,1.9706,0.017
0001,4026,1,10009,9,-13.8749,-6.6469,0.094
0001,4026,2,20009,9,-14.4873,29.6057,0.176
0001,4026,1,10010,10,-12.8974,30.3642,0.131
0001,4026,2,20010,10,-24.1711,8.6908,0.074
0001,4026,1,10011,11,-15.9172,17.7146,0.019
0001,4026,2,20011,11,-23.906,17.1046,0.363
0001,4030,0,0,0,-23.6808,16.2611,0.454
0001,4030,1,10001,1,-42.6341,4.6111,0.228
0001,4030,2,20001,1,28.9032,5.2944,0.017
0001,4030,1,10002,2,-28.5388,0.8852,0.101
0001,4030,2,20002,2,3.8037,2.3747,0.224
0001,4030,1,10003,3,-27.9547,19.3516,0.014
0001,4030,2,20003,3,2.7475,22.8434,0.095
0001,4030,1,10004,4,-26.5672,-8.0818,0.282
0001,4030,2,20004,4,3.7221,-13.443,0.1
0001,4030,1,10005,5,-24.8411,25.7751,0.274
0001,4030,2,20005,5,0.5598,13.9182,0.034
0001,4030,1,10006,6,-27.5078,11.1731,0.291
0001,4030,2,20006,6,-5.3344,10.7645,0.146
0001,4030,1,10007,7,-18.4254,1.3169,0.16
0001,4030,2,20007,7,-14.9807,18.1279,0.28
0001,4030,1,10008,8,-21.0898,22.4218,0.175
0001,4030,2,20008,8,-16.7896,1.5104,0.032
0001,4030,1,10009,9,-14.3401,-7.4914,0.217
0001,4030,2,20009,9,-15.5465,29.7043,0.375
0001,4030,1,10010,10,-12.7021,30.341,0.003
0001,4030,2,20010,10,-22.8852,6.678,0.314
0001,4030,1,10011,11,-15.8867,17.7063,0.001
0001,4030,2,20011,11,-23.68,17.0768,0.001
0001,4032,0,0,0,-23.489,15.6582,0.288
0001,4032,1,10001,1,-44.124,4.0364,0.325
0001,4032,2,20001,1,28.8818,5.2869,0.002
0001,4032,1,10002,2,-28.5398,1.0281,0.016
0001,4032,2,20002,2,3.5826,2.1429,0.039
0001,4032,1,10003,3,-28.3547,18.7592,0.108
0001,4032,2,20003,3,2.62,22.8311,0.012
0001,4032,1,10004,4,-27.2128,-7.1943,0.11
0001,4032,2,20004,4,3.2188,-13.024,0.07
0001,4032,1,10005,5,-25.5937,24.9333,0.104
0001,4032,2,20005,5,0.595,14.4686,0.055
0001,4032,1,10006,6,-27.2248,9.954,0.109
0001,4032,2,20006,6,-6.5214,10.6762,0.275
0001,4032,1,10007,7,-19.8106,1.317,0.297
0001,4032,2,20007,7,-15.6209,19.6173,0.297
0001,4032,1,10008,8,-22.1319,21.7153,0.276
0001,4032,2,20008,8,-17.3403,1.03,0.171
0001,4032,1,10009,9,-15.4733,-8.4935,0.326
0001,4032,2,20009,9,-17.4983,29.9301,0.47
0001,4032,1,10010,10,-12.6983,30.3404,0.0
0001,4032,2,20010,10,-22.664,6.3137,0.053
0001,4032,1,10011,11,-15.8857,17.706,0.0
0001,4032,2,20011,11,-23.7057,16.5567,0.247
0001,4034,0,0,0,-23.2632,15.0635,0.29
0001,4034,1,10001,1,-45.11,3.8802,0.271
0001,4034,2,20001,1,28.8787,5.2859,0.0
0001,4034,1,10002,2,-28.5385,1.0505,0.003
0001,4034,2,20002,2,3.54,2.1065,0.007
0001,4034,1,10003,3,-28.4008,17.3384,0.386
0001,4034,2,20003,3,2.6031,22.8293,0.002
0001,4034,1,10004,4,-27.3019,-7.0747,0.015
0001,4034,2,20004,4,2.6656,-13.4096,0.075
0001,4034,1,10005,5,-26.2831,23.6317,0.284
0001,4034,2,20005,5,0.6053,14.5473,0.008
0001,4034,1,10006,6,-27.306,8.4369,0.293
0001,4034,2,20006,6,-7.73,10.521,0.281
0001,4034,1,10007,7,-21.3596,1.2458,0.328
0001,4034,2,20007,7,-16.068,20.6544,0.205
0001,4034,1,10008,8,-23.4132,20.8791,0.33
0001,4034,2,20008,8,-18.2712,0.3231,0.225
0001,4034,1,10009,9,-16.6321,-9.6521,0.352
0001,4034,2,20009,9,-19.2068,30.1639,0.355
0001,4034,1,10010,10,-12.6978,30.3403,0.0
0001,4034,2,20010,10,-23.8723,6.6839,0.314
0001,4034,1,10011,11,-17.3038,17.6811,0.396
0001,4034,2,20011,11,-23.6923,15.6638,0.304
0001,4041,0,0,0,-24.0923,6.2415,1.078
0001,4041,1,10001,1,-46.3293,2.6318,0.254
0001,4041,2,20001,1,28.0203,4.7951,0.006
0001,4041,1,10002,2,-30.1594,1.3206,0.018
0001,4041,2,20002,2,2.432,0.8553,0.198
0001,4041,1,10003,3,-29.0123,13.8455,0.041
0001,4041,2,20003,3,1.8631,21.7151,0.205
0001,4041,1,10004,4,-27.7591,-7.8339,0.004
0001,4041,2,20004,4,1.9983,-13.015,0.001
0001,4041,1,10005,5,-27.9604,18.7387,0.281
0001,4041,2,20005,5,-0.0492,13.2869,0.172
0001,4041,1,10006,6,-28.036,6.3895,0.033
0001,4041,2,20006,6,-8.9058,10.5904,0.184
0001,4041,1,10007,7,-25.8941,2.8636,0.303
0001,4041,2,20007,7,-18.2352,22.545,0.287
0001,4041,1,10008,8,-25.9395,17.5185,0.114
0001,4041,2,20008,8,-21.6435,-3.5835,0.373
0001,4041,1,10009,9,-19.808,-12.9243,0.13
0001,4041,2,20009,9,-24.2409,27.8544,0.47
0001,4041,1,10010,10,-12.6977,30.3403,0.0
0001,4041,2,20010,10,-24.6077,5.9429,0.017
0001,4041,1,10011,11,-21.3809,15.7185,0.352
0001,4041,2,20011,11,-24.4653,14.1266,0.038
0001,4049,0,0,0,-10.4038,11.0243,0.845
0001,4049,1,10001,1,-43.1994,2.634,0.195
0001,4049,2,20001,1,25.8553,3.6668,0.391
0001,4049,1,10002,2,-27.7508,-0.4374,0.169
0001,4049,2,20002,2,4.2266,2.7336,0.145
0001,4049,1,10003,3,-26.6087,12.8281,0.221
0001,4049,2,20003,3,2.5403,20.5372,0.003
0001,4049,1,10004,4,-26.3745,-9.7412,0.226
0001,4049,2,20004,4,4.8565,-12.9431,0.219
0001,4049,1,10005,5,-26.72,18.8001,0.241
0001,4049,2,20005,5,-2.314,12.2441,0.008
0001,4049,1,10006,6,-25.8703,6.3062,0.093
0001,4049,2,20006,6,-10.4043,10.4102,0.024
0001,4049,1,10007,7,-24.3742,1.9693,0.187
0001,4049,2,20007,7,-15.948,22.5233,0.24
0001,4049,1,10008,8,-24.852,16.93,0.144
0001,4049,2,20008,8,-19.506,-4.954,0.269
0001,4049,1,10009,9,-19.0931,-14.4977,0.186
0001,4049,2,20009,9,-25.1747,27.1802,0.198
0001,4049,1,10010,10,-13.4173,26.822,0.052
0001,4049,2,20010,10,-27.8226,4.4094,0.062
